Company,Normalized name,Bonus %,Cash %,Total %,Book Close,Fiscal Year,Status
GDBL,Gandaki Bikas Bank Limited,19.31%,0%,19.31%,2018-05-22,2073/2074,Closed
GDBL,Gandaki Bikas Bank Limited,19.75%,1.03%,20.78%,2016-12-12,2072/2073,Closed
GDBL,Gandaki Bikas Bank Limited,23%,1.21%,24.21%,2015-04-11,2071/2072,Closed
GDBL,Gandaki Bikas Bank Limited,10%,10%,20%,2014-06-10,2070/2071,Closed
GFCL,Goodwill Finance Limited,9.10%,3.90%,13%,2021-12-31,2077/2078,Closed
GFCL,Goodwill Finance Limited,8.40%,3.60%,12%,2021-01-01,2076/2077,Closed
GFCL,Goodwill Finance Limited,0%,10%,10%,2020-01-01,2075/2076,Closed
GFCL,Goodwill Finance Limited,0%,5.26%,5.26%,2019-02-10,2074/2075,Closed
GFCL,Goodwill Finance Limited,10.19%,0.54%,10.73%,2017-12-11,2073/2074,Closed
GFCL,Goodwill Finance Limited,25%,1.32%,26.32%,2016-09-27,2072/2073,Closed
GFCL,Goodwill Finance Limited,10%,0%,10%,2016-01-01,2071/2072,Closed
GFCL,Goodwill Finance Limited,6.28%,7.72%,14%,2014-12-12,2070/2071,Closed
GFCL,Goodwill Finance Limited,0%,7.37%,7.37%,2013-12-29,2069/2070,Closed
GIBF1,Global IME Balanced Fund-1,0%,12%,12%,2025-09-12,2081/2082,--
GIBF1,Global IME Balanced Fund-1,0%,5%,5%,2024-09-27,2080/2081,Closed
GIBF1,Global IME Balanced Fund-1,0%,5%,5%,2023-10-12,2079/2080,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,0%,10%,10%,2024-01-04,2079/2080,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,12%,8%,20%,2023-02-28,2078/2079,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,28%,0%,28%,2021-11-30,2077/2078,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,27.47%,1.45%,28.92%,2020-12-30,2076/2077,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,17.50%,0.92%,18.42%,2019-11-11,2075/2076,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,15%,0.79%,15.79%,2018-11-02,2074/2075,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,20%,1.05%,21.05%,2017-09-26,2073/2074,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,0%,20%,20%,2016-11-22,2072/2073,Closed
GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,13%,0.68%,13.68%,2015-12-22,2071/2072,Closed
GIMES1,Global IME Samunnat Scheme-1,0%,100%,100%,2021-12-08,2077/2078,Closed
GIMES1,Global IME Samunnat Scheme-1,0%,4%,4%,2020-09-25,2076/2077,Closed
GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,14.25%,0.75%,15%,2024-10-02,2080/2081,Closed
GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,4%,0.21%,4.21%,2023-01-04,2078/2079,Closed
GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,16.91%,0.89%,17.80%,2021-10-25,2077/2078,Closed
GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,7.61%,0.40%,8.01%,2019-11-13,2075/2076,Closed
GLICL,Gurans Life Insurance Company Ltd.,13.27%,0%,13.27%,2023-04-06,2077/2078,Closed
GLICL,Gurans Life Insurance Company Ltd.,7.44%,0.39%,7.83%,2022-10-12,2076/2077,Closed
GLICL,Gurans Life Insurance Company Ltd.,5.50%,0.29%,5.79%,2021-11-09,2075/2076,Closed
GLICL,Gurans Life Insurance Company Ltd.,5.25%,0%,5.25%,2020-11-05,2074/2075,Closed
GLICL,Gurans Life Insurance Company Ltd.,8%,0.42%,8.42%,2019-03-20,2073/2074,Closed
GLICL,Gurans Life Insurance Company Ltd.,8%,0.42%,8.42%,2017-06-12,2072/2073,Closed
GLICL,Gurans Life Insurance Company Ltd.,10%,0.52%,10.52%,2016-01-28,2071/2072,Closed
GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,19%,1%,20%,2021-12-22,2077/2078,Closed
GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,15%,0.79%,15.79%,2021-02-26,2076/2077,Closed
GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,7%,0.36%,7.36%,2019-12-04,2075/2076,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,6.50%,0.34%,6.84%,2023-02-03,2078/2079,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,10%,0.53%,10.53%,2022-01-06,2077/2078,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,8%,3.40%,11.40%,2021-01-05,2076/2077,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,0%,6.50%,6.50%,2020-07-01,2075/2076,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,0%,5.26%,5.26%,2018-10-26,2074/2075,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,15.80%,0%,15.80%,2018-01-03,2073/2074,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,12%,0.63%,12.63%,2016-12-22,2072/2073,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,15%,0.79%,15.79%,2015-12-29,2071/2072,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,23.75%,1.25%,25%,2014-12-21,2070/2071,Closed
GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,15%,2%,17%,2013-12-12,2069/2070,Closed
GRDBL,Green Development Bank Ltd.,5.75%,0.30%,6.05%,2025-03-28,2080/2081,Closed
GRDBL,Green Development Bank Ltd.,3.80%,0.20%,4%,2024-03-22,2078/2079,Closed
GRDBL,Green Development Bank Ltd.,3.80%,0.20%,4%,2021-03-30,2076/2077,Closed
GSY,Garima Samriddhi Yojana,0%,5.10%,5.10%,2025-08-12,2081/2082,Closed
GUFL,Gurkhas Finance Ltd.,7%,0%,7%,2015-05-27,2071/2072,Closed
GVL,Green Ventures Limited,10%,0.53%,10.53%,2024-12-29,2080/2081,Closed
H8020,Himalayan 80-20,0%,16.16%,16.16%,2025-09-12,2081/2082,--
H8020,Himalayan 80-20,0%,6%,6%,2024-10-25,2080/2081,Closed
HAMRO,Hamro Bikas Bank Ltd.,2.40%,7.91%,10.31%,2018-07-16,2074/2075,Closed
HAMRO,Hamro Bikas Bank Ltd.,7.30%,0.38%,7.68%,2018-03-05,2073/2074,Closed
HAMRO,Hamro Bikas Bank Ltd.,25%,0%,25%,2016-12-23,2072/2073,Closed
HAMRO,Hamro Bikas Bank Ltd.,15%,0.79%,15.79%,2015-03-12,2071/2072,Closed
HAMRO,Hamro Bikas Bank Ltd.,7%,20%,27%,2014-10-26,2070/2071,Closed
HATHY,Hathway Investment Nepal Limited,12%,0.63%,12.63%,2025-08-29,2081/2082,Closed
HATHY,Hathway Investment Nepal Limited,10%,0.53%,10.53%,2024-10-23,2080/2081,Closed
HATHY,Hathway Investment Nepal Limited,10%,0.53%,10.53%,2023-12-28,2079/2080,Closed
HBL,Himalayan Bank Limited,8%,11.11%,19.11%,2023-01-02,2078/2079,Closed
HBL,Himalayan Bank Limited,21.38%,4.62%,26%,2022-01-03,2077/2078,Closed
HBL,Himalayan Bank Limited,14%,6%,20%,2020-12-29,2076/2077,Closed
HBL,Himalayan Bank Limited,10%,12%,22%,2020-01-27,2075/2076,Closed
HBL,Himalayan Bank Limited,5%,10.78%,15.78%,2018-12-31,2074/2075,Closed
HBL,Himalayan Bank Limited,25%,1.32%,26.32%,2017-12-26,2073/2074,Closed
HBL,Himalayan Bank Limited,30%,1.57%,31.57%,2016-12-21,2072/2073,Closed
HBL,Himalayan Bank Limited,35%,7.10%,42.10%,2015-12-04,2071/2072,Closed
HBL,Himalayan Bank Limited,15%,6.05%,21.05%,2014-11-26,2070/2071,Closed
HBL,Himalayan Bank Limited,5%,10%,15%,2014-03-06,2069/2070,Closed
HDL,Himalayan Distillery Limited,15%,5%,20%,2025-01-03,2080/2081,Closed
HDL,Himalayan Distillery Limited,10%,15%,25%,2023-12-29,2079/2080,Closed
HDL,Himalayan Distillery Limited,60%,10%,70%,2023-01-04,2078/2079,Closed
HDL,Himalayan Distillery Limited,75%,25%,100%,2021-12-31,2077/2078,Closed
HDL,Himalayan Distillery Limited,50%,50%,100%,2021-01-01,2076/2077,Closed
HDL,Himalayan Distillery Limited,50%,52.63%,102.63%,2019-12-01,2075/2076,Closed
HDL,Himalayan Distillery Limited,0%,68.42%,68.42%,2019-05-31,2074/2075,Closed
HDL,Himalayan Distillery Limited,0%,21.05%,21.05%,2018-12-19,2074/2075,Closed
HDL,Himalayan Distillery Limited,0%,21.05%,21.05%,2017-12-01,2073/2074,Closed
HDL,Himalayan Distillery Limited,0%,20%,20%,2016-11-17,2072/2073,Closed
HDL,Himalayan Distillery Limited,0%,20%,20%,2015-11-17,2071/2072,Closed
HDL,Himalayan Distillery Limited,0%,10.52%,10.52%,2014-11-10,2070/2071,Closed
HEI,Himalayan Everest Insurance Limited,0%,8.75%,8.75%,2025-02-27,2080/2081,Closed
HEI,Himalayan Everest Insurance Limited,8.63%,6.37%,15%,2024-01-28,2079/2080,Closed
HEI,Himalayan Everest Insurance Limited,2.75%,0.14%,2.89%,2023-03-17,2078/2079,Closed
HGI,Himalayan General Insurance Co. Ltd,6.65%,0.35%,7%,2022-02-28,2077/2078,Closed
HGI,Himalayan General Insurance Co. Ltd,3%,3.75%,6.75%,2021-05-27,2076/2077,Closed
HGI,Himalayan General Insurance Co. Ltd,4%,3.75%,7.75%,2020-06-26,2075/2076,Closed
HGI,Himalayan General Insurance Co. Ltd,0%,15%,15%,2017-12-29,2073/2074,Closed
HGI,Himalayan General Insurance Co. Ltd,20%,1.05%,21.05%,2016-12-28,2072/2073,Closed
HGI,Himalayan General Insurance Co. Ltd,20%,1.05%,21.05%,2016-06-09,2071/2072,Closed
HGI,Himalayan General Insurance Co. Ltd,7%,3.25%,10.25%,2015-03-25,2070/2071,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,0%,5.25%,5.25%,2024-12-27,2080/2081,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,0%,5.26%,5.26%,2024-01-03,2079/2080,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,5%,0.26%,5.26%,2022-12-29,2078/2079,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,8%,0.42%,8.42%,2021-12-20,2077/2078,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,0%,12%,12%,2020-01-02,2075/2076,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,10%,0%,10%,2019-01-01,2074/2075,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,0%,5%,5%,2017-12-27,2073/2074,Closed
HIDCL,Hydorelectricity Investment and Development Company Ltd,0%,5%,5%,2017-01-01,2072/2073,Closed
HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,0%,5.26%,5.26%,2024-01-03,2079/2080,Closed
HLI,Himalayan Life Insurance Limited,0%,8%,8%,2025-06-11,2080/2081,Closed
HLI,Himalayan Life Insurance Limited,14%,0%,14%,2025-02-07,2079/2080,Closed
HRL,Himalayan Reinsurance Limited,4.50%,0.24%,4.74%,2025-05-25,2080/2081,Closed
HRL,Himalayan Reinsurance Limited,4%,0.21%,4.21%,2024-02-19,2079/2080,Closed
ICFC,ICFC Finance Limited,0%,5.26%,5.26%,2025-01-01,2080/2081,Closed
ICFC,ICFC Finance Limited,0%,6.50%,6.50%,2023-12-29,2079/2080,Closed
ICFC,ICFC Finance Limited,5%,5%,10%,2023-01-03,2078/2079,Closed
ICFC,ICFC Finance Limited,10%,4%,14%,2021-12-09,2077/2078,Closed
ICFC,ICFC Finance Limited,10.50%,4.50%,15%,2021-01-03,2076/2077,Closed
ICFC,ICFC Finance Limited,5%,8%,13%,2019-12-31,2075/2076,Closed
ICFC,ICFC Finance Limited,0%,8%,8%,2018-12-09,2074/2075,Closed
ICFC,ICFC Finance Limited,10%,11.05%,21.05%,2017-11-10,2073/2074,Closed
ICFC,ICFC Finance Limited,17%,0.89%,17.89%,2016-09-29,2072/2073,Closed
ICFC,ICFC Finance Limited,10.50%,0.55%,11.05%,2016-03-28,2071/2072,Closed
ICFC,ICFC Finance Limited,14%,0.74%,14.74%,2014-11-16,2070/2071,Closed
ICFC,ICFC Finance Limited,5%,10.79%,15.79%,2013-09-25,2069/2070,Closed
IGI,IGI Prudential insurance Limited,0%,9.74%,9.74%,2025-02-24,2080/2081,Closed
IGI,IGI Prudential insurance Limited,6.50%,0.34%,6.84%,2023-01-11,2078/2079,Closed
IGI,IGI Prudential insurance Limited,7%,0.37%,7.37%,2022-04-08,2077/2078,Closed
IGI,IGI Prudential insurance Limited,7%,0.37%,7.37%,2021-04-15,2076/2077,Closed
IGI,IGI Prudential insurance Limited,6%,0.31%,6.31%,2020-02-24,2075/2076,Closed
IGI,IGI Prudential insurance Limited,5%,0%,5%,2019-06-30,2074/2075,Closed
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,20%,0%,20%,2023-02-14,2078/2079,Closed
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,27.70%,1.46%,29.16%,2021-12-30,2077/2078,Closed
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,14.25%,0.75%,15%,2021-01-22,2076/2077,Closed
ILBS,Infinity Laghubitta Bittiya Sanstha Limited,10%,5%,15%,2019-12-20,2075/2076,Closed
ILI,IME Life Insurance Company Limited,0%,21.05%,21.05%,2025-02-27,2080/2081,Closed
ILI,IME Life Insurance Company Limited,25%,1.32%,26.32%,2024-05-27,2079/2080,Closed
JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,14.25%,0.75%,15%,2023-06-06,2078/2079,Closed
JBBL,Jyoti Bikas Bank Limited,3%,3.80%,6.80%,2023-02-12,2078/2079,Closed
JBBL,Jyoti Bikas Bank Limited,11%,4.50%,15.50%,2021-12-24,2077/2078,Closed
JBBL,Jyoti Bikas Bank Limited,10%,0%,10%,2021-01-13,2076/2077,Closed
JBBL,Jyoti Bikas Bank Limited,12.75%,0%,12.75%,2020-01-01,2075/2076,Closed
JBBL,Jyoti Bikas Bank Limited,0%,8.40%,8.40%,2018-10-15,2074/2075,Closed
JBBL,Jyoti Bikas Bank Limited,10%,0%,10%,2017-12-31,2073/2074,Closed
JBBL,Jyoti Bikas Bank Limited,11.70%,0%,11.70%,2016-12-29,2072/2073,Closed
JBBL,Jyoti Bikas Bank Limited,9%,0%,9%,2015-10-19,2071/2072,Closed
JBBL,Jyoti Bikas Bank Limited,7%,0%,7%,2015-04-12,2070/2071,Closed
JBBL,Jyoti Bikas Bank Limited,7%,5.60%,12.60%,2014-07-02,2069/2070,Closed
JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,14%,0.74%,14.74%,2024-12-31,2080/2081,Closed
JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,14%,0.74%,14.74%,2024-01-03,2079/2080,Closed
JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,14.29%,0.71%,15%,2023-03-31,2078/2079,Closed
JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,70%,3.68%,73.68%,2022-03-26,2077/2078,Closed
JBNL,Janata Bank Nepal Ltd.,6%,6%,12%,2019-10-31,2075/2076,Closed
JBNL,Janata Bank Nepal Ltd.,0%,8.50%,8.50%,2018-12-31,2074/2075,Closed
JBNL,Janata Bank Nepal Ltd.,14.40%,0%,14.40%,2017-12-26,2073/2074,Closed
JBNL,Janata Bank Nepal Ltd.,12%,0.63%,12.63%,2017-01-22,2072/2073,Closed
JBNL,Janata Bank Nepal Ltd.,3%,5.52%,8.52%,2013-01-12,2069/2070,Closed
JEFL,Jebils Finance Ltd.,1.24%,0%,1.24%,2019-04-18,2074/2075,Closed
JEFL,Jebils Finance Ltd.,12.50%,0.65%,13.15%,2016-12-27,2072/2073,Closed
JEFL,Jebils Finance Ltd.,16.75%,0.88%,17.63%,2015-12-29,2071/2072,Closed
JEFL,Jebils Finance Ltd.,10%,4.74%,14.74%,2014-12-17,2070/2071,Closed
JFL,Janaki Finance Ltd.,15%,0.79%,15.79%,2022-02-07,2077/2078,Closed
JFL,Janaki Finance Ltd.,22%,1.16%,23.16%,2019-12-30,2075/2076,Closed
JFL,Janaki Finance Ltd.,22%,1.16%,23.16%,2018-02-10,2074/2075,Closed
JFL,Janaki Finance Ltd.,18%,0%,18%,2018-03-01,2073/2074,Closed
JFL,Janaki Finance Ltd.,10%,0%,10%,2016-12-28,2072/2073,Closed
JFL,Janaki Finance Ltd.,25%,0%,25%,2015-10-27,2071/2072,Closed
JFL,Janaki Finance Ltd.,70%,7%,77%,2014-11-17,2070/2071,Closed
JLI,Jyoti Life Insurance Company Limited,10%,0.53%,10.53%,2022-02-07,2076/2077,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,15%,0.79%,15.79%,2023-03-24,2078/2079,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,25%,1.32%,26.32%,2022-01-05,2077/2078,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,49.40%,2.60%,52%,2021-05-06,2076/2077,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,25%,1.32%,26.32%,2020-03-27,2075/2076,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,20%,1.05%,21.05%,2019-07-03,2074/2075,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,20%,1.05%,21.05%,2018-01-02,2073/2074,Closed
JSLBB,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,20%,0%,20%,2016-11-30,2072/2073,Closed
KADBL,Kasthamandap Development Bank Limited,10%,6%,16%,2019-12-31,2075/2076,Closed
KADBL,Kasthamandap Development Bank Limited,5%,6.29%,11.29%,2018-12-27,2074/2075,Closed
KADBL,Kasthamandap Development Bank Limited,12.33%,0.64%,12.97%,2018-05-01,2073/2074,Closed
KADBL,Kasthamandap Development Bank Limited,25%,1.31%,26.31%,2016-12-15,2072/2073,Closed
KADBL,Kasthamandap Development Bank Limited,25%,1.31%,26.31%,2015-11-12,2071/2072,Closed
KADBL,Kasthamandap Development Bank Limited,20%,1.05%,21.05%,2014-12-26,2070/2071,Closed
KADBL,Kasthamandap Development Bank Limited,10%,5.78%,15.78%,2013-12-27,2069/2070,Closed
KBL,Kumari Bank Limited,0%,12.50%,12.50%,2022-10-31,2078/2079,Closed
KBL,Kumari Bank Limited,6%,2.67%,8.67%,2021-10-25,2077/2078,Closed
KBL,Kumari Bank Limited,10.85%,3.15%,14%,2020-11-30,2076/2077,Closed
KBL,Kumari Bank Limited,10%,0.52%,10.52%,2019-09-15,2075/2076,Closed
KBL,Kumari Bank Limited,8.50%,0%,8.50%,2019-04-19,2074/2075,Closed
KBL,Kumari Bank Limited,12.75%,0%,12.75%,2019-04-19,2073/2074,Closed
KBL,Kumari Bank Limited,21%,1.10%,22.10%,2017-03-03,2072/2073,Closed
KBL,Kumari Bank Limited,11%,0.58%,11.58%,2016-01-14,2071/2072,Closed
KBL,Kumari Bank Limited,33%,1.74%,34.74%,2014-10-22,2070/2071,Closed
KBL,Kumari Bank Limited,14%,0%,14%,2014-04-09,2069/2070,Closed
KBSH,Kutheli Bukhari Small Hydropower Limited,10%,0%,10%,2024-12-26,2080/2081,Closed
KDBY,Kumari Dhanabriddhi Yojana,0%,10.50%,10.50%,2025-08-25,2081/2082,Closed
KDBY,Kumari Dhanabriddhi Yojana,0%,9.50%,9.50%,2024-09-04,2080/2081,Closed
KDBY,Kumari Dhanabriddhi Yojana,0%,6%,6%,2023-09-04,2079/2080,Closed
KEBL,Kailash Bikas Bank Ltd.,35%,0%,35%,2018-12-28,2074/2075,Closed
KEBL,Kailash Bikas Bank Ltd.,20%,0%,20%,2017-04-26,2072/2073,Closed
KEBL,Kailash Bikas Bank Ltd.,20%,0%,20%,2016-05-27,2071/2072,Closed
KEBL,Kailash Bikas Bank Ltd.,20%,0%,20%,2014-12-26,2070/2071,Closed
KEBL,Kailash Bikas Bank Ltd.,20%,0%,20%,2013-12-20,2069/2070,Closed
KEF,Kumari Equity Fund,0%,11.50%,11.50%,2025-08-25,2081/2082,Closed
KEF,Kumari Equity Fund,0%,9.50%,9.50%,2024-09-04,2080/2081,Closed
KEF,Kumari Equity Fund,0%,10%,10%,2023-09-04,2079/2080,Closed
KEF,Kumari Equity Fund,0%,5%,5%,2021-08-09,2077/2078,Closed
KLBSL,Kisan Lagubitta Bittiya Sanstha Limited,7%,0.37%,7.37%,2023-04-03,2078/2079,Closed
KLBSL,Kisan Lagubitta Bittiya Sanstha Limited,20%,0%,20%,2022-06-03,2077/2078,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,9.50%,0.50%,10%,2025-01-03,2080/2081,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,19%,1%,20%,2023-03-30,2078/2079,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,13%,0%,13%,2022-01-05,2077/2078,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,10%,0%,10%,2021-04-04,2076/2077,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,8%,0.42%,8.42%,2019-01-13,2074/2075,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,21.21%,0%,21.21%,2018-02-18,2073/2074,Closed
KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,65%,0%,65%,2017-04-17,2072/2073,Closed
KMFL,Kisan Lagubitta Bittiya Sanstha Limited,23.95%,1.14%,25.09%,2019-12-31,2075/2076,Closed
KMFL,Kisan Lagubitta Bittiya Sanstha Limited,29%,1.53%,30.53%,2018-12-15,2074/2075,Closed
KMFL,Kisan Lagubitta Bittiya Sanstha Limited,20.13%,0%,20.13%,2017-12-26,2073/2074,Closed
KMFL,Kisan Lagubitta Bittiya Sanstha Limited,61%,3.21%,64.21%,2016-02-12,2072/2073,Closed
KNBL,Kankai Bikas Bank Ltd.,3%,6.50%,9.50%,2018-11-14,2074/2075,Closed
KNBL,Kankai Bikas Bank Ltd.,6.15%,0.32%,6.47%,2018-01-16,2073/2074,Closed
KNBL,Kankai Bikas Bank Ltd.,20%,0%,20%,2016-11-25,2072/2073,Closed
KNBL,Kankai Bikas Bank Ltd.,25%,1.32%,26.32%,2015-03-12,2071/2072,Closed
KNBL,Kankai Bikas Bank Ltd.,0%,10.52%,10.52%,2014-09-12,2070/2071,Closed
KNBL,Kankai Bikas Bank Ltd.,0%,8%,8%,2013-04-12,2069/2070,Closed
KPCL,Kalika power Company Ltd,7%,0.37%,7.37%,2025-01-03,2080/2081,Closed
KPCL,Kalika power Company Ltd,10%,0.53%,10.53%,2024-01-03,2079/2080,Closed
KPCL,Kalika power Company Ltd,15%,0.79%,15.79%,2023-01-01,2078/2079,Closed
KPCL,Kalika power Company Ltd,15%,0.79%,15.79%,2022-01-03,2077/2078,Closed
KRBL,Karnali Development Bank Limited,8%,5%,13%,2017-04-26,2072/2073,Closed
KRBL,Karnali Development Bank Limited,11%,5%,16%,2016-02-17,2071/2072,Closed
KRBL,Karnali Development Bank Limited,25%,0%,25%,2015-03-04,2070/2071,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,7%,5%,12%,2024-10-01,2080/2081,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,4.41%,0.23%,4.64%,2023-04-28,2078/2079,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,18.50%,0.97%,19.47%,2021-10-27,2077/2078,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,4.40%,0.23%,4.63%,2020-12-31,2076/2077,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,0%,6.80%,6.80%,2019-12-16,2075/2076,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,1.50%,8%,9.50%,2019-06-14,2074/2075,Closed
KSBBL,Kamana Sewa Bikas Bank Limited,5.50%,6.50%,12%,2018-07-02,2073/2074,Closed
KSY,Kumari Sabal Yojana,0%,9%,9%,2025-08-14,2081/2082,Closed
LBBL,Lumbini Bikas Bank Ltd.,3%,4%,7%,2025-01-03,2080/2081,Closed
LBBL,Lumbini Bikas Bank Ltd.,4%,4.50%,8.50%,2024-01-02,2079/2080,Closed
LBBL,Lumbini Bikas Bank Ltd.,3%,9%,12%,2022-12-28,2078/2079,Closed
LBBL,Lumbini Bikas Bank Ltd.,13%,0.68%,13.68%,2021-12-13,2077/2078,Closed
LBBL,Lumbini Bikas Bank Ltd.,7%,3%,10%,2020-12-29,2076/2077,Closed
LBBL,Lumbini Bikas Bank Ltd.,5%,15%,20%,2020-01-08,2075/2076,Closed
LBBL,Lumbini Bikas Bank Ltd.,17.07%,0%,17.07%,2019-08-07,2074/2075,Closed
LBL,Laxmi Bank Limited,8%,3.50%,11.50%,2021-12-10,2077/2078,Closed
LBL,Laxmi Bank Limited,9%,2.50%,11.50%,2021-01-01,2076/2077,Closed
LBL,Laxmi Bank Limited,10%,5%,15%,2019-12-09,2075/2076,Closed
LBL,Laxmi Bank Limited,8.50%,0.45%,8.95%,2019-01-28,2074/2075,Closed
LBL,Laxmi Bank Limited,10%,0.53%,10.53%,2017-11-27,2073/2074,Closed
LBL,Laxmi Bank Limited,18.29%,0%,18.29%,2017-06-16,2072/2073,Closed
LBL,Laxmi Bank Limited,20%,1.05%,21.05%,2014-10-27,2070/2071,Closed
LBL,Laxmi Bank Limited,15%,0%,15%,2014-03-13,2069/2070,Closed
LEMF,Laxmi Equity Fund,0%,8%,8%,2023-08-17,2079/2080,Closed
LEMF,Laxmi Equity Fund,0%,5%,5%,2022-08-23,2078/2079,Closed
LEMF,Laxmi Equity Fund,0%,35%,35%,2021-07-30,2077/2078,Closed
LEMF,Laxmi Equity Fund,0%,4.25%,4.25%,2020-09-08,2076/2077,Closed
LGIL,Lumbini General Insurance Co. Ltd.,6.99%,0.37%,7.36%,2023-02-10,2078/2079,Closed
LGIL,Lumbini General Insurance Co. Ltd.,9.52%,0.48%,10%,2022-06-29,2077/2078,Closed
LGIL,Lumbini General Insurance Co. Ltd.,5%,5%,10%,2021-05-28,2076/2077,Closed
LGIL,Lumbini General Insurance Co. Ltd.,8.13%,0.41%,8.53%,2020-06-22,2075/2076,Closed
LGIL,Lumbini General Insurance Co. Ltd.,12.82%,0.67%,13.49%,2017-12-15,2073/2074,Closed
LGIL,Lumbini General Insurance Co. Ltd.,18.18%,0.96%,19.14%,2016-11-30,2072/2073,Closed
LGIL,Lumbini General Insurance Co. Ltd.,13.06%,0%,13.06%,2016-12-02,2071/2072,Closed
LGIL,Lumbini General Insurance Co. Ltd.,10.53%,0%,10.53%,2015-02-23,2070/2071,Closed
LGIL,Lumbini General Insurance Co. Ltd.,10.52%,0%,10.52%,2014-03-27,2069/2070,Closed
LICN,Life Insurance Co. Nepal,10%,0.53%,10.53%,2025-06-30,2080/2081,Closed
LICN,Life Insurance Co. Nepal,20%,1.05%,21.05%,2022-02-07,2076/2077,Closed
LICN,Life Insurance Co. Nepal,10%,0.52%,10.52%,2021-02-19,2075/2076,Closed
LICN,Life Insurance Co. Nepal,34.46%,35.53%,69.99%,2019-07-25,2074/2075,Closed
LICN,Life Insurance Co. Nepal,12%,0.63%,12.63%,2019-03-05,2073/2074,Closed
LICN,Life Insurance Co. Nepal,24.80%,1.30%,26.10%,2017-05-19,2072/2073,Closed
LICN,Life Insurance Co. Nepal,25%,1.32%,26.32%,2016-05-12,2071/2072,Closed
