sn,Name,Symbol,Category
829,10% Prime Debenture 2088,PBD88,Corporate Debenture
830,Rapti Hydro And General Construction Limited,RHGCL,Hydropower
831,Mirmire Laghubitta Bittya Sanstha Limited,MMFDB,Microfinance
832,NIC Asia Flexi CAP Fund,NICFC,Mutual Fund
833,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,Microfinance
834,People's Power Limited,PPL,Hydropower
835,Sayapatri Hydropower Limited,SPHL,Hydropower
836,Dhaulagiri Laghubitta Bittiya Sanstha Limited,DLBS,Microfinance
837,Manakamana Smart Laghubitta Bittiya Sanstha Limited�Promoter Share,XxMKLBP,Promoter Share
838,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited Promoter Share,XxJLPAP,Promoter Share
839,Jyoti Life Insurance Company Limited�Promoter Share,XxJLIP,Promoter Share
840,Buddha Jyoti Laghubitta Bittiya Sanstha Limited,XxBJL,Microfinance
841,Deurali Laghubitta Bittiya Sanstha Limited.,XxDLB,Microfinance
842,Surikhola Hydropower Limited�,XxSHL,Hydropower
843,Shaligram Laghubitta Bittiya Sanstha Limited.,XxSHLBS,Microfinance
844,Samata Laghubitta Bittiya Sanstha Limited,XxSLBL,Microfinance
845,Gharelu Laghubitta Bittiya Sanstha Limited,XxGLBL,Microfinance
846,Srijana Finance Limited,XxSFL,Finance Company
847,Grameen Swayamsewak Laghubitta Bittiya Sanstha Limited.,XxGSL,Microfinance
848,Nepal Development Bank Limited,XxNDBL,Development Banks
849,City Development Ltd.,XxCTD,Commercial Banks
850,NDEP Development Bank Limited,XxNDEP,Commercial Banks
851,Royal Merchant Banking and Finance Limited ,XxROYL,Microfinance
852,Business Development Limited,XxBDL,Development Banks
853,Pashupati Development Limited,XxPDL,Development Banks
854,Vibor Bikash Bank Limited,XxVBBL,Commercial Banks
855,Butwal Finance Limited,XxBFLL,Finance Company
856,Shine Development Bank Limited,XxSDBL,Development Banks
857,NIC Bank Limited,XxNICA,Commercial Banks
858,Diyalo Bikash Bank Limited,XxDBB,Development Banks
859,Social Development Limited,XxSOC,Development Banks
860,Reliable Finance Ltd.,XxRFL,Finance Company
861,Kist Bank Ltd.,XxKBL,Commercial Banks
