Date,numTrans,tradedShares,amount,Close,Change,Percentage change,outcome
8/10/2010,1009,66210,31284266,455.71,-1.65,-0.36,0
8/11/2010,1032,73111,48774282,456.17,0.46,0.1,1
8/12/2010,1372,72584,29571772,454.68,-1.49,-0.33,0
8/15/2010,825,46348,21855178,454.24,-0.44,-0.1,0
8/16/2010,798,41621,20267642,453.4,-0.84,-0.18,0
8/17/2010,901,56682,33122057,447.17,-6.23,-1.37,0
8/18/2010,1069,60140,26638116,442.74,-4.43,-0.99,0
8/19/2010,948,761500,58002433,442.05,-0.69,-0.16,0
8/22/2010,719,62926,30192896,431.15,-10.9,-2.47,0
8/23/2010,991,74753,33233525,432.39,1.24,0.29,1
8/26/2010,829,72854,23131462,432.74,0.35,0.08,1
8/29/2010,1046,118200,30262337,429.01,-3.73,-0.86,0
8/30/2010,954,57402,24082220,426.74,-2.27,-0.53,0
8/31/2010,983,64538,23815378,421.16,-5.58,-1.31,0
9/2/2010,678,63033,24154769,420.41,-0.75,-0.18,0
9/5/2010,840,105175,33622254,408.64,-11.77,-2.8,0
9/6/2010,780,73198,34154728,412.32,3.68,0.9,1
9/7/2010,944,78011,30082556,416.26,3.94,0.96,1
9/8/2010,857,90111,36151190,420.25,3.99,0.96,1
9/9/2010,1180,106305,47609982,414.36,-5.89,-1.4,0
9/12/2010,921,83702,34878278,413.32,-1.04,-0.25,0
9/13/2010,841,90237,28964933,410.65,-2.67,-0.65,0
9/14/2010,844,120316,32962690,410.29,-0.36,-0.09,0
9/15/2010,761,80670,22452424,407.2,-3.09,-0.75,0
9/16/2010,805,73101,23467935,404.08,-3.12,-0.77,0
9/19/2010,999,75380,27511691,402.25,-1.83,-0.45,0
9/20/2010,1052,84322,75610182,400.38,-1.87,-0.46,0
9/21/2010,954,64123,28922726,403.95,3.57,0.89,1
9/23/2010,1158,316560,88247074,404.41,0.46,0.11,1
9/26/2010,1101,88976,34357925,405.73,1.32,0.33,1
9/27/2010,1214,73288,20832087,405.45,-0.28,-0.07,0
9/28/2010,1131,69493,21031294,403.54,-1.91,-0.47,0
9/29/2010,958,470998,102732390,402.77,-0.77,-0.19,0
9/30/2010,1351,73127,25153617,402.54,-0.23,-0.06,0
10/3/2010,1263,87421,26178690,402.15,-0.39,-0.1,0
10/5/2010,1015,71633,20729594,404.49,0.79,0.2,1
10/6/2010,1157,121129,32174602,406.49,2,0.49,1
10/7/2010,1586,77327,19141265,411.82,5.33,1.31,1
10/10/2010,1407,65292,17962393,416.86,5.04,1.22,1
10/11/2010,1037,62808,18672928,418.16,1.3,0.31,1
10/12/2010,886,141890,38229194,420.44,2.28,0.55,1
10/13/2010,270,21707,6744921,420.3,-0.14,-0.03,0
10/20/2010,466,16837,4435003,421.49,1.19,0.28,1
10/21/2010,862,36833,10088979,420.54,-0.95,-0.23,0
10/24/2010,997,52121,19784968,425.57,5.03,1.2,1
10/25/2010,1132,48111,16379897,426.48,0.91,0.21,1
10/26/2010,1061,57445,23115718,425.04,-1.44,-0.34,0
10/27/2010,1466,98471,29106024,422.47,-2.57,-0.6,0
10/28/2010,1323,90461,26045614,424.86,2.39,0.57,1
10/31/2010,1585,195189,35293734,423.87,-0.99,-0.23,0
11/2/2010,1145,52832,13897136,421.55,-3.35,-0.79,0
11/3/2010,1433,81030,28009765,423.19,1.64,0.39,1
11/4/2010,942,118554,28848659,424.96,1.77,0.42,1
11/9/2010,879,47303,12395550,423.85,-1.11,-0.26,0
11/10/2010,1371,78329,23016527,423.69,-0.16,-0.04,0
11/11/2010,1404,83243,27450606,424.9,1.21,0.29,1
11/14/2010,1173,58972,21476305,425.01,0.11,0.03,1
11/15/2010,1219,63364,19447167,423.64,-1.37,-0.32,0
11/16/2010,1329,64369,20090846,424.17,0.53,0.13,1
11/18/2010,1443,79215,27597153,425.64,1.47,0.35,1
11/21/2010,1517,111699,27113049,423.35,-2.29,-0.54,0
11/22/2010,1638,81420,23885873,419.81,-3.54,-0.84,0
11/23/2010,1343,71510,20400443,419.3,-0.51,-0.12,0
11/24/2010,1331,72396,21810658,419.07,-0.23,-0.05,0
11/25/2010,1636,121521,52901848,418.35,-0.72,-0.17,0
11/28/2010,1265,92705,21293404,417.74,-0.61,-0.15,0
11/29/2010,1710,176213,40304243,415.53,-2.21,-0.53,0
11/30/2010,1582,66452,19163102,413.65,-1.88,-0.45,0
12/1/2010,1526,60751,16544952,412.06,-1.59,-0.38,0
12/2/2010,1455,1470458,142123561,408.89,-3.17,-0.77,0
12/5/2010,1613,91728,23967478,407.86,-1.03,-0.25,0
12/6/2010,1611,77478,20230851,403.56,-4.3,-1.05,0
12/7/2010,1282,75379,22011916,401.77,-1.79,-0.44,0
12/8/2010,1580,75722,23440266,400.78,-0.99,-0.25,0
12/9/2010,1545,83899,21038432,398.88,-1.9,-0.47,0
12/12/2010,1441,111094,26443401,395.61,-3.27,-0.82,0
12/13/2010,877,60365,17545681,396.3,0.69,0.17,1
12/14/2010,1582,97735,33614108,392.78,-3.52,-0.89,0
12/15/2010,1600,81751,19782175,394.17,1.39,0.35,1
12/16/2010,1557,130805,28784294,392.04,-2.13,-0.54,0
12/19/2010,1675,89089,26096798,390.98,-1.06,-0.27,0
12/20/2010,1799,93005,24276073,391.35,0.37,0.09,1
12/22/2010,1660,105465,27683666,394.84,3.49,0.89,1
12/23/2010,2040,214105,38657491,399.55,4.71,1.19,1
12/26/2010,1235,77098,29564163,406.86,7.31,1.83,1
12/27/2010,1988,96779,32941729,407.72,0.86,0.21,1
12/28/2010,1517,92148,22774756,404.18,-3.54,-0.87,0
12/29/2010,2118,105218,30955025,404.06,-0.12,-0.03,0
1/2/2011,1630,115089,24853135,400.62,-3.44,-0.85,0
1/3/2011,1218,62720,23056328,398.01,-2.61,-0.65,0
1/4/2011,1258,85452,20747346,399.59,1.58,0.4,1
1/5/2011,1269,66692,15606479,400.76,1.17,0.29,1
1/6/2011,966,166566,28381931,400.43,-0.33,-0.08,0
1/9/2011,1050,50272,15995355,398.26,-2.17,-0.54,0
1/10/2011,1282,99535,22282119,399.47,1.21,0.3,1
1/11/2011,1141,64883,18376608,400.67,1.2,0.3,1
1/12/2011,1093,48626,12193414,400.2,-0.47,-0.12,0
1/13/2011,1178,100671,23547570,402.75,2.55,0.64,1
1/16/2011,1427,82099,20501803,403.12,0.37,0.09,1
1/17/2011,1755,85517,23519426,403.71,0.59,0.15,1
1/18/2011,1613,96255,18217417,403.46,-0.25,-0.06,0
1/19/2011,1427,59039,13439215,404.33,0.87,0.22,1
1/20/2011,1436,53755,13466743,406.9,2.57,0.64,1
1/23/2011,1253,52672,15483784,406.34,-0.56,-0.14,0
1/24/2011,1243,107021,25341533,410.34,4,0.98,1
1/31/2011,370,72525,14603842,410.57,0.23,0.06,1
2/1/2011,1593,147530,33126524,410.48,-0.09,-0.02,0
2/2/2011,1588,77895,21529310,407.97,-2.51,-0.61,0
2/3/2011,1796,307345,58200215,406.84,-1.13,-0.28,0
2/6/2011,1764,321856,62637265,413.76,6.92,1.7,1
2/7/2011,1693,92147,22572719,408.47,-5.29,-1.28,0
2/8/2011,1209,47665,10558802,406.96,-1.51,-0.37,0
2/9/2011,1679,113927,22895123,405.44,-1.52,-0.37,0
2/10/2011,1730,132756,26142896,405.05,-0.39,-0.1,0
2/13/2011,1874,90593,21409586,404.14,-0.91,-0.22,0
2/14/2011,1352,114389,28114212,403.71,-0.43,-0.11,0
2/15/2011,1970,87305,23749754,404.47,0.76,0.19,1
2/16/2011,1687,72467,16072346,405.44,0.97,0.24,1
2/17/2011,1774,69093,16090843,408.19,2.75,0.68,1
2/20/2011,1847,124449,23489095,405.15,-3.04,-0.74,0
2/21/2011,1562,77641,17220164,404.32,-0.83,-0.2,0
2/22/2011,1618,65794,20591140,401.2,-3.12,-0.77,0
2/23/2011,2137,83205,22897768,398.5,-2.7,-0.67,0
2/24/2011,1605,59546,15977621,397.46,-1.04,-0.26,0
2/27/2011,1686,210618,34795932,394.19,-3.27,-0.82,0
2/28/2011,1808,93151,24453861,391.66,-2.53,-0.64,0
3/1/2011,1244,114750,33929217,391.22,-0.44,-0.11,0
3/3/2011,1569,53332,17209126,395.43,4.21,1.08,1
3/7/2011,1911,91617,21071735,394.06,-1.37,-0.35,0
3/9/2011,1981,124558,25269484,392.71,-1.35,-0.34,0
3/10/2011,1736,64439,17097939,389.81,-2.9,-0.74,0
3/13/2011,2205,85697,15042759,388.25,-1.56,-0.4,0
3/14/2011,1563,56303,12825374,384.18,-4.07,-1.05,0
3/15/2011,1883,189475,32469068,376.75,-7.43,-1.93,0
3/16/2011,1831,91848,18849417,378.83,2.08,0.55,1
3/17/2011,1740,93855,20210824,377.51,-1.32,-0.35,0
3/20/2011,1607,57887,11322381,377.6,0.09,0.02,1
3/21/2011,1600,67866,14782841,379.46,1.86,0.49,1
3/22/2011,1749,75967,18075554,379.32,-0.14,-0.04,0
3/23/2011,1377,58795,13141064,377.63,-1.69,-0.45,0
3/24/2011,2090,87023,19083811,376.67,-0.96,-0.25,0
3/27/2011,1454,70371,15432528,372,-4.67,-1.24,0
3/28/2011,1508,79915,21904599,365,-7,-1.88,0
3/29/2011,1715,112017,26799371,358,-7,-1.92,0
3/30/2011,1595,100715,22004965,359,1,0.28,1
3/31/2011,1695,299758,87169252,365,6,1.67,1
4/4/2011,2045,170011,39258108,365,0,0,1
4/5/2011,1789,93782,19416168,364,-1,-0.27,0
4/6/2011,1727,74797,15028368,364,0,0,1
4/7/2011,2357,66093,16060930,365,1,0.27,1
4/10/2011,2387,109542,24252252,367,2,0.55,1
4/11/2011,2176,76551,22468117,365,-2,-0.54,0
4/13/2011,1101,29093,6410849,373,8,2.19,1
4/17/2011,834,27708,6718196,368,-5,-1.34,0
4/18/2011,1335,61070,13510351,365,-3,-0.82,0
4/19/2011,1635,276837,48625638,364,-1,-0.27,0
4/20/2011,2101,66516,14715142,361,-3,-0.82,0
4/21/2011,2196,79410,15751469,358,-3,-0.83,0
4/25/2011,1212,33629,6646271,357,-1,-0.28,0
4/26/2011,210,434500,312740341,356,-1,-0.28,0
4/27/2011,2166,84077,18455267,350,-6,-1.69,0
4/28/2011,2458,91890,18385645,348,-2,-0.57,0
5/2/2011,2057,94918,18966319,345,-3,-0.86,0
5/3/2011,2206,72049,15627297,340,-5,-1.45,0
5/4/2011,1152,74276,19260324,339,-1,-0.29,0
5/5/2011,1353,70099,14470193,340,1,0.29,1
5/8/2011,998,63966,11821528,341,1,0.29,1
5/9/2011,742,41076,5112704,341,0,0,1
5/10/2011,1548,135530,23522773,344,3,0.88,1
5/11/2011,1443,124543,25967035,345,1,0.29,1
5/12/2011,1060,158909,28281236,346,1,0.29,1
5/15/2011,1886,82775,14026238,349,3,0.87,1
5/16/2011,1366,63945,12848964,351,2,0.57,1
5/18/2011,1385,72090,19390757,347,-4,-1.14,0
5/19/2011,1523,140017,30496909,345,-2,-0.58,0
5/22/2011,1667,73050,12565180,344,-1,-0.29,0
5/23/2011,1183,66092,12669580,342,-2,-0.58,0
5/24/2011,1205,93118,17437196,342,0,0,1
5/25/2011,1450,97083,19932606,342,0,0,1
5/26/2011,1230,77269,16052880,345,3,0.88,1
5/30/2011,1116,44925,13916920,343,-2,-0.58,0
5/31/2011,1693,78489,22461854,337,-6,-1.75,0
6/1/2011,956,34910,8498799,336,-1,-0.3,0
6/2/2011,1328,68859,16468478,334,-2,-0.6,0
6/5/2011,1522,136077,31223603,328,-6,-1.8,0
6/6/2011,1320,180021,37427172,323,-5,-1.52,0
6/7/2011,1049,55135,11672102,317,-6,-1.86,0
6/8/2011,1135,251747,28404806,311,-6,-1.89,0
6/9/2011,1153,97626,26047958,309,-2,-0.64,0
6/12/2011,968,96614,21392228,304,-5,-1.62,0
6/13/2011,1176,86945,22886423,302,-2,-0.66,0
6/14/2011,1008,69215,15339511,298,-4,-1.32,0
6/15/2011,856,84454,19977323,292,-6,-2.01,0
6/16/2011,886,83102,21753578,304,12,4.11,1
6/19/2011,520,61321,13593035,319,15,4.93,1
6/20/2011,1176,158268,39198065,331,12,3.76,1
6/21/2011,835,102078,41159482,344,13,3.93,1
6/23/2011,1098,283777,71562562,364,20,5.81,1
6/26/2011,1209,158837,59231543,347,-17,-4.67,0
6/27/2011,451,69754,14739967,330,-17,-4.9,0
6/29/2011,819,182134,25769296,333,3,0.91,1
6/30/2011,1225,101808,26302567,337,4,1.2,1
7/3/2011,1044,877270,208168125,333,-4,-1.19,0
7/4/2011,1154,167967,53069301,334,1,0.3,1
7/5/2011,1018,243810,56992098,341,7,2.1,1
7/6/2011,1193,146385,36244578,345,4,1.17,1
7/7/2011,967,68373,19541806,341,-4,-1.16,0
7/10/2011,938,100012,29589292,346,5,1.47,1
7/11/2011,927,115970,35065329,346,0,0,1
7/12/2011,874,87123,25164321,352,6,1.73,1
7/13/2011,978,105058,35117286,356,4,1.14,1
7/14/2011,1108,314520,80292573,363,7,1.97,1
7/17/2011,280,486826,746007855,378,15,4.13,1
7/18/2011,948,108776,43510638,370,-8,-2.12,0
7/19/2011,1007,425222,56789255,374,4,1.08,1
7/20/2011,926,139562,46505146,380,6,1.6,1
7/21/2011,909,409527,53040595,377,-3,-0.79,0
7/24/2011,845,106933,28261118,365,-12,-3.18,0
7/25/2011,478,39480,9361070,360,-5,-1.37,0
7/26/2011,513,51493,17800610,357,-3,-0.83,0
7/27/2011,1117,171488,35053955,364,7,1.96,1
7/28/2011,1256,264614,32433523,361,-3,-0.82,0
7/31/2011,1094,405925,36467730,359,-2,-0.55,0
8/1/2011,999,75161,17418083,358,-1,-0.28,0
8/2/2011,1137,99490,23068718,358,0,0,1
8/3/2011,1247,135834,28939064,356,-2,-0.56,0
8/4/2011,1378,112225,22196657,358,2,0.56,1
8/7/2011,1423,238978,55812574,354,-4,-1.12,0
8/8/2011,1108,96975,19158697,352,-2,-0.56,0
8/9/2011,1134,222936,32005163,346,-6,-1.7,0
8/10/2011,1201,210469,25595251,352,6,1.73,1
8/11/2011,1196,117730,22725260,353,1,0.28,1
8/15/2011,1014,123722,32517307,353,0,0,1
8/16/2011,950,92980,24134601,354,1,0.28,1
8/17/2011,1461,122108,31199235,351,-3,-0.85,0
8/18/2011,1355,224869,41399460,353,2,0.57,1
8/22/2011,830,74681,17598863,350,-3,-0.85,0
8/23/2011,1399,133368,30276070,350,0,0,1
8/24/2011,1057,124534,23135311,349,-1,-0.29,0
8/25/2011,1410,150408,23701045,347,-2,-0.57,0
8/28/2011,1147,80989,20029879,337,-10,-2.88,0
8/29/2011,855,74488,18156907,338,1,0.3,1
8/30/2011,1037,68851,22026120,340,2,0.59,1
9/1/2011,953,92916,22709853,342,2,0.59,1
9/4/2011,1172,106645,27170865,339,-3,-0.88,0
9/5/2011,1272,106875,25887319,336,-3,-0.88,0
9/6/2011,1286,113249,23152681,332,-4,-1.19,0
9/7/2011,1282,188896,43015680,331,-1,-0.3,0
9/8/2011,1384,119826,31134618,330,-1,-0.3,0
9/12/2011,1615,173479,38627536,327,-3,-0.91,0
9/13/2011,1724,118256,17937115,326,-1,-0.31,0
9/14/2011,1412,99610,25381592,319,-7,-2.15,0
9/15/2011,1402,131606,26660752,321,2,0.63,1
9/18/2011,756,106614,19763443,319,-2,-0.62,0
9/19/2011,1492,96295,18898686,317,-2,-0.63,0
9/20/2011,1464,105548,17006626,320,3,0.95,1
9/21/2011,934,83148,13640663,323,3,0.94,1
9/22/2011,1213,105991,20850675,328,5,1.55,1
9/25/2011,938,251234,64912166,332,4,1.22,1
9/26/2011,1070,147987,42775059,331,-1,-0.3,0
9/27/2011,912,110401,17237659,331,0,0,1
9/29/2011,894,67588,13139828,331,0,0,1
10/2/2011,749,179575,21652648,331,0,0,1
10/9/2011,252,21407,3142362,331,0,0,1
10/10/2011,931,47761,7531933,333,2,0.6,1
10/12/2011,1075,74002,15243352,334,1,0.3,1
10/13/2011,1464,102690,15439765,333,-1,-0.3,0
10/16/2011,1408,986594,74078143,332,-1,-0.3,0
10/17/2011,1167,178142,27009548,331,-1,-0.3,0
10/18/2011,1227,91048,15962554,330,-1,-0.3,0
10/19/2011,1270,123602,29536720,330,0,0,1
10/20/2011,1384,151705,38740438,328,-2,-0.61,0
10/23/2011,1225,162796,28393341,326,-2,-0.61,0
10/24/2011,1583,179991,33464422,327,1,0.31,1
10/25/2011,1133,116545,22151585,328,1,0.31,1
10/30/2011,1330,132167,20650298,328,0,0,1
10/31/2011,1660,145202,21716509,330,2,0.61,1
11/2/2011,456,72770,14372953,347,17,5.15,1
11/3/2011,1289,347911,61367575,344,-3,-0.86,0
11/6/2011,1889,143052,34092217,338,-6,-1.74,0
11/8/2011,1766,134449,25173492,335,-3,-0.89,0
11/9/2011,1217,79360,17423126,332,-3,-0.9,0
11/10/2011,1669,369054,48202916,332,0,0,1
11/13/2011,1597,90202,19380258,331,-1,-0.3,0
11/14/2011,1557,112089,20669500,331,0,0,1
11/15/2011,1421,1127114,166563002,327,-4,-1.21,0
11/16/2011,1352,87391,19283526,326,-1,-0.31,0
11/17/2011,1117,884250,119119360,329,3,0.92,1
11/20/2011,1670,120745,29360525,328,-1,-0.3,0
11/21/2011,1431,283122,33313005,329,1,0.3,1
11/22/2011,1508,146442,23366462,327,-2,-0.61,0
11/23/2011,1473,232032,32300332,325,-2,-0.61,0
11/24/2011,1631,102346,19790522,325,0,0,1
11/27/2011,1981,107341,22906565,325,0,0,1
11/28/2011,2026,178024,50193266,323,-2,-0.62,0
12/1/2011,1987,97471,29790374,323,0,0,1
12/4/2011,1395,88011,23717618,322,-1,-0.31,0
12/5/2011,1604,96878,28932338,321,-1,-0.31,0
12/6/2011,1824,297153,39379103,321,0,0,1
12/7/2011,1893,696913,95610563,321,0,0,1
12/8/2011,2030,131735,32797370,320,-1,-0.31,0
12/11/2011,2070,120220,33933632,318,-2,-0.63,0
12/12/2011,1680,100363,27390801,315,-3,-0.94,0
12/13/2011,1977,90949,23678028,314,-1,-0.32,0
12/14/2011,1953,172845,36314054,317,3,0.96,1
12/15/2011,1855,115553,23543689,316,-1,-0.32,0
12/18/2011,2106,71797,22745218,314,-2,-0.63,0
12/19/2011,2308,214950,37709769,313,-1,-0.32,0
12/20/2011,1515,70183,24681860,314,1,0.32,1
12/21/2011,1764,104885,33620376,313,-1,-0.32,0
12/22/2011,1828,170941,49488155,313,0,0,1
12/26/2011,2548,519551,131719295,312,-1,-0.32,0
12/27/2011,1430,175222,28556295,314,2,0.64,1
12/28/2011,1613,101716,21391632,314,0,0,1
12/29/2011,1638,107080,21259930,316,2,0.64,1
1/1/2012,1382,113287,23310592,319,3,0.95,1
1/2/2012,1244,88207,24368097,324,5,1.57,1
1/3/2012,1287,104401,28400604,324,0,0,1
1/4/2012,1016,106072,30712893,319,-5,-1.54,0
1/5/2012,851,73978,18359481,320,1,0.31,1
1/8/2012,1325,554724,69148625,317,-3,-0.94,0
1/9/2012,1143,715246,52821092,318,1,0.32,1
1/10/2012,1020,65048,14824733,320,2,0.63,1
1/11/2012,1195,63736,13999483,321,1,0.31,1
1/12/2012,1285,82961,15106196,324,3,0.93,1
1/16/2012,1156,66352,13337100,322,-2,-0.62,0
1/17/2012,902,226878,27962642,322,0,0,1
1/18/2012,1333,71322,14200588,320,-2,-0.62,0
1/19/2012,346,25070,8449171,321,1,0.31,1
1/22/2012,1571,105178,20147918,320,-1,-0.31,0
1/23/2012,1558,84012,19283321,318,-2,-0.63,0
1/25/2012,1042,60024,10655869,318,0,0,1
1/26/2012,1311,142578,41676524,317,-1,-0.31,0
1/29/2012,1621,89418,19885849,317,0,0,1
1/31/2012,1492,234061,50387926,316,-1,-0.32,0
2/1/2012,1345,85387,17550115,317,1,0.32,1
2/2/2012,1444,79321,17313232,316,0,0,1
2/2/2012,1444,79321,17313232,316,-1,-0.32,0
2/5/2012,1234,83919,15281389,315,-1,-0.32,0
2/6/2012,1215,123958,26614600,314,-1,-0.32,0
2/7/2012,1275,112688,23260346,313,-1,-0.32,0
2/8/2012,1162,117227,27166812,312,-1,-0.32,0
2/9/2012,819,57777,13720414,312,0,0,1
2/12/2012,932,75886,18608205,312,0,0,1
2/13/2012,1392,68924,14477711,313,1,0.32,1
2/14/2012,1283,93468,25063647,312,-1,-0.32,0
2/15/2012,1059,138531,19606044,312,0,0,1
2/21/2012,1179,61090,11757463,312,0,0,1
2/23/2012,1109,87354,18872620,313,1,0.32,1
2/26/2012,1273,105116,20536122,312,-1,-0.32,0
2/27/2012,1031,73428,15432435,312,0,0,1
2/28/2012,1006,71831,15993244,315,3,0.96,1
2/29/2012,915,97266,22647570,315,0,0,1
3/1/2012,929,101536,39730676,317,2,0.63,1
3/4/2012,955,165180,36240506,316,-1,-0.32,0
3/5/2012,967,121074,24908024,316,0,0,1
3/6/2012,884,92718,19897090,316,0,0,1
3/11/2012,853,106359,32891678,315,-1,-0.32,0
3/12/2012,1011,90279,20847331,314,-1,-0.32,0
3/13/2012,977,304290,122837050,314,0,0,1
3/14/2012,931,78515,16636794,313,-1,-0.32,0
3/15/2012,693,44378,9986662,311,-2,-0.64,0
3/19/2012,1142,79826,22967942,303,0,0,1
3/20/2012,1177,114751,20408194,302,-1,-0.33,0
3/21/2012,1012,92524,18080265,304,0,0,1
3/21/2012,1012,92524,18080265,304,2,0.66,1
3/25/2012,827,56640,11904245,303,-1,-0.33,0
3/26/2012,1049,124342,27198037,301,-2,-0.66,0
3/27/2012,1079,300033,40682074,300,-1,-0.33,0
3/28/2012,1182,133252,40406373,300,0,0,1
3/29/2012,1098,98794,17184544,299,-1,-0.33,0
4/1/2012,1067,136832,21657900,299,0,0,1
4/2/2012,1041,426671,68687624,301,2,0.67,1
4/3/2012,905,78510,17330148,302,1,0.33,1
4/4/2012,804,78435,14801270,302,0,0,1
4/5/2012,780,79584,18712806,302,0,0,1
4/8/2012,796,106989,17141167,303,1,0.33,1
4/9/2012,587,73755,15377980,304,1,0.33,1
4/10/2012,662,78196,16494482,306,2,0.66,1
4/11/2012,954,139631,35291478,309,3,0.98,1
4/12/2012,1128,182590,45378084,320,11,3.56,1
4/15/2012,717,203419,58197009,337,17,5.31,1
4/16/2012,200,48109,15520020,355,18,5.34,1
4/17/2012,1618,277954,103961457,336,-19,-5.35,0
4/18/2012,1688,284466,87998789,348,12,3.57,1
4/19/2012,2017,331555,87282418,355,7,2.01,1
4/22/2012,1997,387138,107952697,369,14,3.94,1
4/24/2012,606,134880,53631431,388,19,5.15,1
4/25/2012,453,145289,54171322,409,21,5.41,1
4/26/2012,3448,755986,271212193,425,16,3.91,1
4/29/2012,2273,424030,152492532,423,-2,-0.47,0
4/30/2012,1634,277085,101266108,405,-18,-4.26,0
5/2/2012,485,107772,29788060,384,-21,-5.19,0
5/3/2012,423,121361,45837330,404,20,5.21,1
5/7/2012,404,844607,144830039,428,24,5.94,1
5/8/2012,1561,371824,166722727,433,5,1.17,1
5/9/2012,2158,658874,179208319,420,-13,-3,0
5/10/2012,2126,645004,153890761,411,-9,-2.14,0
5/13/2012,1225,140492,56958942,391,-20,-4.87,0
5/14/2012,1258,164130,70269734,373,-18,-4.6,0
5/15/2012,566,135023,40691596,392,19,5.09,1
5/16/2012,217,81904,21929709,412,0,0,1
5/16/2012,217,81904,21929709,412,20,5.1,1
5/17/2012,2206,412764,179311744,416,4,0.97,1
5/20/2012,1499,228027,81425020,409,-7,-1.68,0
5/21/2012,1598,355894,100024328,414,5,1.22,1
5/22/2012,1359,167212,64137201,406,-8,-1.93,0
5/23/2012,767,89063,38609306,386,-20,-4.93,0
5/24/2012,1737,284160,88162476,399,13,3.37,1
5/27/2012,1506,291931,107370620,413,14,3.51,1
5/29/2012,647,43311,8444851,392,-21,-5.08,0
5/30/2012,1421,96452,36909178,373,-19,-4.85,0
5/31/2012,1747,255631,87303975,374,1,0.27,1
6/3/2012,1111,553104,82039485,391,17,4.55,1
6/4/2012,1755,220105,76098982,382,-9,-2.3,0
6/5/2012,1600,158810,47372137,373,-9,-2.36,0
6/6/2012,1644,164868,44611569,366,-7,-1.88,0
6/7/2012,1450,195075,50712813,370,4,1.09,1
6/10/2012,1265,126713,34290363,364,-6,-1.62,0
6/11/2012,1081,120888,33031370,366,2,0.55,1
6/12/2012,1069,130314,31967758,368,2,0.55,1
6/13/2012,1408,182535,32849544,366,-2,-0.54,0
6/14/2012,1398,211473,35573800,365,-1,-0.27,0
6/17/2012,1273,188605,40314451,361,-4,-1.1,0
6/18/2012,1220,239704,46028804,363,2,0.55,1
6/19/2012,1201,122711,39198562,362,-1,-0.28,0
6/20/2012,1187,115456,40086056,364,2,0.55,1
6/21/2012,2540,258054,125276951,365,1,0.27,1
6/25/2012,1408,135585,38895497,375,10,2.74,1
6/26/2012,920,97951,29045388,368,-7,-1.87,0
6/27/2012,889,146715,41898925,374,6,1.63,1
6/28/2012,1141,196950,63081200,377,3,0.8,1
7/1/2012,1003,129817,45685822,375,-2,-0.53,0
7/2/2012,1137,198412,48416894,373,-2,-0.53,0
7/3/2012,810,131126,42018060,374,1,0.27,1
7/4/2012,979,187467,47760209,377,3,0.8,1
7/5/2012,1220,205791,51102260,377,0,0,1
7/8/2012,937,203164,41347912,378,1,0.27,1
7/9/2012,1025,188140,49018773,380,2,0.53,1
7/10/2012,1156,126282,52284319,385,5,1.32,1
7/11/2012,1103,112301,44066096,384,-1,-0.26,0
7/12/2012,1047,226591,99882150,383,-1,-0.26,0
7/15/2012,765,860226,160614999,390,7,1.83,1
7/16/2012,1098,131045,51177207,385,-5,-1.28,0
7/17/2012,1113,124057,34892744,386,1,0.26,1
7/18/2012,1167,151722,50250639,392,6,1.55,1
7/19/2012,1574,253449,72372232,395,3,0.77,1
7/22/2012,1573,262810,92343630,405,10,2.53,1
7/23/2012,1649,305303,91365469,408,3,0.74,1
7/24/2012,1490,271103,76524660,406,-2,-0.49,0
7/25/2012,1491,375186,143207786,405,-1,-0.25,0
7/26/2012,1252,236433,55061055,402,-3,-0.74,0
7/29/2012,1365,130672,44494228,396,-6,-1.49,0
7/30/2012,1431,160470,49076747,401,5,1.26,1
7/31/2012,1336,137859,44168419,401,0,0,1
8/1/2012,1162,254886,66154910,402,1,0.25,1
8/5/2012,1235,136779,49539014,403,1,0.25,1
8/6/2012,1337,175265,60149068,403,0,0,1
8/7/2012,1409,322622,78551318,404,1,0.25,1
8/8/2012,1464,292295,83508285,402,-2,-0.5,0
8/12/2012,1387,301660,84883550,399,-3,-0.75,0
8/13/2012,1322,181261,55938938,400,1,0.25,1
8/14/2012,1360,295744,74037555,397,-3,-0.75,0
8/15/2012,1198,366201,87609043,392,-5,-1.26,0
8/16/2012,1140,168093,63827290,398,6,1.53,1
8/19/2012,1226,129843,39895899,396,-2,-0.5,0
8/21/2012,1276,162109,59346954,396,0,0,1
8/22/2012,1403,148804,46491911,397,1,0.25,1
8/23/2012,1369,184496,56395470,398,1,0.25,1
8/26/2012,1442,154912,45113758,397,-1,-0.25,0
8/27/2012,1389,210749,76864640,406,9,2.27,1
8/28/2012,1345,211344,64413196,406,0,0,1
8/29/2012,1621,153331,46595142,407,1,0.25,1
8/30/2012,1418,271011,69828582,406,-1,-0.25,0
9/2/2012,1477,152941,57520891,412,6,1.48,1
9/3/2012,1684,223048,69775702,412,0,0,1
9/4/2012,1749,200920,62808667,409,-3,-0.73,0
9/5/2012,1893,251663,57544098,407,-2,-0.49,0
9/6/2012,1753,380410,77786319,408,1,0.25,1
9/9/2012,1902,212225,61513338,408,0,0,1
9/10/2012,1415,188060,55059278,408,0,0,1
9/11/2012,1418,213560,78420271,412,4,0.98,1
9/12/2012,1441,309916,89455632,414,2,0.49,1
9/13/2012,1560,244566,84108334,419,5,1.21,1
9/16/2012,1399,273310,85003200,421,2,0.48,1
9/17/2012,1315,190232,63272687,422,1,0.24,1
